"TimeofDay","HighCorrPositive","HighCorrNegative","Enthusiastic","Relaxed","Sad","Nervous","Stressed","MWoccur","EmotionChronometry"
0,0.0430850472721067,-0.700432820735946,-0.332400387193762,0.607678055774401,0.375723941501928,-0.147516041629412,0.678653278382318,-0.935120427028787,0.00480167422003462
1.414213562,0.363241000499929,0.522333397971754,0.267121168116642,-1.74954213652555,0.361980149000333,-0.149611040951188,0.0833838694363058,1.28615342581281,-0.475589626127254
2,0.0689559639361516,-1.10980728196779,0.275470805605254,0.627958325219214,-0.25094477273745,-0.151706040272964,-0.511885539509706,1.28052333886855,-0.18833087826956
2.449489743,0.389111917163974,-0.702728748587877,0.874992360915659,0.0462583781860317,0.334492563997144,-0.15380103959474,-0.51170843180639,-0.952010687861561,1.15444668586999
2.828427125,0.402047375495997,-1.11133790053575,0.292170080582479,0.648238594664028,-0.278432357740639,-0.155896038916516,-1.1069778407524,-0.957640774805819,0.136700351779209
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1.42834013554678,2.55849137415531,-0.881824117572492,-1.11714151588033,0.307004978993954,-0.157991038238292,1.27498533354823,1.26363307803577,-0.190160938927083
1.414213562,-0.186522697631559,-0.297180833775916,0.308869355559704,0.0766787823532522,-0.305919942743828,-0.160086037560068,-0.511177108696441,-0.968900948694334,0.289010320981857
2,0.748074245387864,-0.705789985723785,0.908390910870108,0.678658998831248,-0.319663735245423,-0.162181036881844,-0.511000000993125,-0.974531035638592,-0.556014752262798
2.449489743,0.453789208824086,-1.11439913767165,0.325568630536929,0.688799133553655,-0.333407527747017,-0.16427603620362,-1.10626940993914,1.246742817203,0.575659048620377
2.828427125,0.159504172260309,-0.707320604291739,0.333918268025541,0.698939268276062,0.252029808987576,-0.166371035525396,-1.10609230223582,-0.985791209527108,0.575049028401202
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.172439630592331,-0.708085913575716,-0.248904012307638,0.117239321242879,-0.360895112750207,-0.168466034847172,-0.510468677883176,1.23548264331449,0.574439008182028
1.414213562,0.0317648414764536,-0.0970854588638542,0.0550315840918703,0.127379455965286,-0.0750483406337075,0.163907363138614,-0.063706682692864,0.116400586477302,0.242779904674455
2,-0.723350937431024,2.14529036650358,-0.823376655152205,-1.04616057282349,0.210798431482792,0.496280761124399,1.27622508747144,1.22422246942597,-0.55906485335867
2.449489743,0.518466500484199,-1.11822568409154,0.958488735801783,0.739499807165689,-0.402126490254991,0.494185761802624,0.0855091618761005,-1.00831155730414,0.380696435473259
2.828427125,0.224181463920421,-0.711147150711624,-0.215505462353189,0.749639941888096,-0.415870282756585,-0.176846032134276,-0.509760247069911,-1.0139416442484,0.955823951407822
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.377324067539156,0.919462910659969,-0.798327742686368,-0.423900086900676,0.169567053978008,-0.178941031456052,1.27675641058139,-1.01957173119265,-0.445747406785446
1.414213562,-0.671609104102934,1.73438528670378,-0.198806187375964,-0.413759952178269,0.155823261476413,0.487900763837296,1.87238003493403,-1.02520181813691,-0.561504934235367
2,-0.0442326559793116,-0.305599235899662,-0.190456549887351,0.780060346055316,-0.457101660261369,-0.183131030099604,-0.509228923959963,1.19607203470468,-0.00556866950592934
2.449489743,-0.338517692543089,-1.12205223051142,-0.182106912398739,0.198360399022134,0.128335676473224,-0.18522602942138,-0.509051816256646,1.19044194776042,0.377646334377388
2.828427125,-0.632802729106867,-0.307129854467616,-0.173757274910127,-0.383339548011049,-0.484589245264559,-0.187321028743156,-0.50887470855333,1.18481186081617,-0.198701221995524
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.301794213912556,-1.12358284907938,0.425764280400278,0.218640668466948,0.100848091470034,-0.189416028064932,-0.508697600850014,1.17918177387191,0.184513781887793
1.414213562,-1.52859329713022,3.36193411093946,-1.33940183557649,-2.138579523833,2.48382881591319,1.81529935645866,2.46871209009994,-1.0533522528582,-0.564555035331239
2,0.0204446356808006,0.404300942342265,-0.296501341899737,-0.204959123404931,0.522746353393986,0.308096569252859,0.235964760368278,-0.502256354855996,-0.349263479492762
2.449489743,0.955041578700223,-1.12587877693131,-0.140358724955677,0.840901154389757,-0.539564415270937,-0.19570102603026,-0.508166277740065,-1.06461242674672,-0.565775075769588
2.828427125,0.353536047240645,0.504731284440284,-0.132009087467065,0.259201207356575,0.0458729214636558,-0.197796025352036,-0.507989170036749,-1.07024251369097,-0.451237588758015
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.366471505572668,-0.71956555283537,-0.123659449978452,0.269341342078982,-0.567052000274127,-0.199891024673812,-0.507812062333433,-1.07587260063523,0.661244960920036
1.414213562,0.0721864690088904,-0.720330862119347,-0.11530981248984,-0.312358604954201,-0.580795792775721,-0.201986023995588,-0.507634954630117,1.14540125220636,-0.202971363529744
2,0.699562917132513,-0.721096171403324,-0.106960175001227,0.881461693279385,-0.594539585277316,-0.204081023317364,-0.5074578469268,-1.08713277452375,-0.453067649415538
2.449489743,-0.823604099014464,1.72520157529605,-0.689782455334407,-0.883918417264977,-0.00910224854272282,0.462760771975983,1.2790588107245,1.13414107831785,-0.56882517686546
2.828427125,-0.810668640682442,2.94796779400375,-0.0902609000240026,-0.281938200786981,-0.0228460410443174,0.460665772654207,1.27923591842782,1.12851099137359,-0.569435197084634
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1.41217417214202,2.53935864205588,-1.26425509817897,-0.863638147820163,1.76095355416265,-0.210366021282692,0.683966509481804,1.12288090442933,-0.109455188380819
1.414213562,0.444084255564803,0.907217962116338,1.10878221059681,-0.261657931342167,-0.0503336260475067,-0.212461020604468,0.0886971005357925,-1.10965312230078,-0.570655237522983
2,0.457019713896825,-0.724922717823209,1.11713184808542,-1.43519796013094,-0.663258547785289,-0.214556019926244,0.0888742082391087,1.11162073054081,0.561018563360192
2.449489743,0.777175667124647,-1.13353186977108,0.534309567752239,0.942302501613825,-0.677002340286884,-0.21665101924802,-0.506395200706903,1.10599064359656,0.176583519038527
2.828427125,0.17567013566507,-1.13429717905506,0.542659205240851,0.360602554580643,-0.690746132788479,-0.218746018569796,-0.506218093003587,-1.12654338313355,-0.572485298180506
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.733055890690307,-0.72721864567514,-0.0401630750923282,-0.22109739245254,1.09305346241849,-0.220841017891572,1.28029856464771,1.09473046970804,-0.57309531839968
1.414213562,-0.720120432358285,1.31123525836035,-1.2141572732473,-1.39463742124131,0.480128540680708,0.446000777401775,1.28047567235103,-1.13780355702207,-0.209071565721488
2,-0.707184974026263,1.31046994907637,-1.20580763575869,0.391022958747863,2.26392813588768,0.443905778079999,0.685206263405018,-1.14343364396633,0.366055950213075
2.449489743,-0.0798085259026401,0.494016954464607,-1.19745799827007,0.40116309347027,1.65100321414989,-0.2271260158569,0.685383371108334,1.07784020887527,-0.210291606159836
2.828427125,0.240347427325182,-0.322436040147155,-0.00676452513787862,1.00314330994827,0.438897163175924,-0.229221015178676,-0.505332554487006,-1.15469381785484,-0.210901626379011
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.0996726382093048,-0.527123270763078,-0.44179382601561,0.569403383353981,0.425153370674329,-0.231316014500452,-0.356293817621357,-0.0468719349061742,0.100346185485089
1.414213562,-0.0410021509065728,-1.13965434404289,-0.581237167982446,0.43158349763749,-0.187771551063453,-0.233411013822228,-1.1004248557297,1.06094994804249,0.555528381387623
