"TimeofDay","HighCorrPositive","HighCorrNegative","Enthusiastic","Relaxed","Sad","Nervous","Stressed","MWoccur","EmotionChronometry"
0,-0.484917983023324,-0.367579178921353,0.0476188781558663,0.181878689108257,0.287494419755579,0.534611055978122,-0.214496528566301,0.644024801365298,-0.619704937221198
1.414213562,0.724329226820771,-2.7869590892899,0.623375815400974,0.171868854815012,-0.306911501635851,-1.46470492619661,-1.98294820047935,-1.56957992496976,0.494815686063751
2,1.62635594176907,-1.53574441568341,1.79030467046787,0.161859020521768,-1.50049855226347,-1.45721052452597,-1.36961380579508,-1.55628071151896,-0.0986850479073861
2.449489743,0.0706186975509615,0.93900178591476,0.00137393642581241,-1.03183097728266,1.50018230176223,0.557094260990031,0.434613622187842,0.683922441717685,0.459289290428951
2.828427125,-0.563457061979743,0.558841088865679,-0.605212961972664,0.141839351935278,-0.292585878101581,-2.11115851579983,1.04794801687211,0.697221655168481,0.441526092611551
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.0313491580727516,0.58652423448049,-0.620627942549349,0.723669599397623,0.311370458979364,-2.10366411412919,0.470389378257718,-1.51638307116657,-0.708520926308199
1.414213562,0.933375873021046,-1.42501183322416,-0.0448710053042415,-0.470020398406801,0.316145666824121,-0.758296123228306,-0.107169260356671,0.723820082070073,0.405999696976751
2,0.299300113490342,-0.173797159617671,-0.060285985880926,-1.07187031445563,0.320920874668878,0.587071867672576,-0.0892813823217329,0.737119295520869,-0.744047321942999
2.449489743,0.279665343751237,-1.36964554199454,-0.0757009664576107,-1.08188014874888,0.325696082513635,1.26350306395834,0.524053012362533,0.750418508971665,0.370473301341951
2.828427125,-0.661630910675268,-2.5654939243714,-0.682287864856087,-0.500049901286535,-0.268709838877796,-2.07368650744664,-2.43529169284917,-1.46318621736339,-0.318983688654809
3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.271638353886641,-1.31427925076491,-0.500645539492176,0.0817803461758098,-0.463661674111766,0.163597209607734,-0.432582092649805,0.0347156226113067,-0.266378965386752
1.414213562,-0.393679955257678,-0.0630645771584233,-0.713117826009457,1.84729075714933,-1.45752168166066,1.28598626897025,0.577716646467348,0.790316149324052,-0.815100113212599
