"moniker","time","HighCorrPositive","HighCorrNegative","Enthusiastic","Relaxed","Sad","Nervous","Stressed","MWoccur","EmotionChronometry"
"70",1.1,0.419847404694623,0.0316755982431105,0.688947233002781,-0.21553934566954,-1.3051780493181,2.16940105746611,-0.656548674293425,0.585178379348153,-0.132840527959497
"70",1.2,0.713753488500284,-0.345505922805407,1.27214445834551,0.379117296356148,0.511340368465126,2.84719770954818,0.555347248998496,0.60878967822857,-0.12659812482496
"70",1.3,1.00765957230594,0.0930002414738602,0.672997848044663,0.381933856626247,-0.668046859932584,0.180310388554642,-1.20998941095622,0.632400977108987,-0.408224489767291
"70",1.4,1.30156565611161,-2.32340049289412,1.84736699120919,1.56843058040753,-1.84743408833029,-0.479766548593529,-1.78443303761229,-1.57089166379645,-0.114113318555885
"70",1.5,1.90269223481307,-2.29273817127874,1.24822038090834,1.57124714067762,-2.42764018749182,-0.470906691126577,-1.76343014761902,-1.54728036491603,0.563822876758012
"70",2.1,1.27493683393133,-2.26207584966337,1.24024568842928,0.390383537436545,-2.40866515741715,-0.462046833659624,-1.74242725762576,-1.52366906603561,-0.101628512286811
"70",2.2,0.647181433049588,1.84702489859093,0.0499271603066365,0.985040179462233,0.606215518838453,-0.453186976192672,-1.12597785098316,0.726846172630655,-0.0953861091522737
"70",2.3,0.0194260321678493,1.06199953487852,-0.549219449994214,1.57969682148792,-0.573171709559257,-0.44432711872572,1.87225762225674,0.750457471511071,-0.0891437060177366
"70",2.4,0.31333211597351,-1.35440119948946,0.625149693170311,1.58251338175802,0.644165578987784,-0.435467261258768,-1.67941858764596,-1.45283516939436,-0.0829013028831994
"70",2.5,-0.314423284908229,-0.508051192546301,-0.565168834952332,-0.190190303238648,0.663140609062449,-0.426607403791816,-1.6584156976527,0.797680069271905,0.499078636405075
"70",3.1,0.901144283584832,-2.1087642415865,-0.57314352743139,2.17998658405381,-2.31379000704382,-0.417747546324864,-1.63741280765943,0.821291368152322,-0.550197776742239
"70",3.2,-0.955493096880107,0.368961136012233,-0.581118219910449,-1.36823734620963,1.30027179844797,-0.408887688857912,-1.61640991766617,0.844902667032739,0.607519698699772
"70",3.3,-0.968807507970246,1.62315498561929,-0.589092912389508,-1.36542078593953,0.720065699286445,-0.40002783139096,1.97727207222306,-1.3583899738727,-0.0579316903450507
