"moniker","time","HighCorrPositive","HighCorrNegative","Enthusiastic","Relaxed","Sad","Nervous","Stressed","MWoccur","EmotionChronometry"
"114",1.1,-0.43940154618732,-0.0979536418899664,-0.557826808305486,-0.797356649380644,0.44607045838509,-0.0454930858309679,0.982007519862418,-0.572035016054984,-0.840025263472491
"114",1.2,0.482889734691465,-0.101334798524537,0.624570467776241,0.388379844744397,-0.152890518568464,0.623654379107015,-0.209179824766749,1.66007691649822,0.295003382793837
"114",1.3,0.483519530882851,-0.104715955159108,0.624623908214385,0.982276257113849,-0.15267036628583,-0.0450717451852476,-0.209474136097259,-0.561619030520278,0.297748207957816
"114",1.4,-0.130291662717364,-0.108097111793679,-0.557666486991056,0.392492505972121,-0.152450214003195,-0.0448610748623874,-0.20976844742777,-0.556411037752926,0.876230569275532
"114",1.5,0.791999618161421,-0.11147826842825,0.0335588712688792,-0.789131326925195,-0.152230061720561,-0.0446504045395273,-0.210062758758281,1.67570089480028,0.878975394439511
"114",2.1,-0.743473060126193,0.292984417601071,-0.557559606114769,-0.787074996311333,-0.152009909437927,-0.0444397342166671,0.385089446560536,-0.54599505221822,-0.826301137652596
"114",2.2,-1.05006375883061,0.697447103630392,-1.14867808349842,-0.78501866569747,0.447391372080895,-0.044229063893807,0.980241651879353,-0.540787059450868,-0.823556312488616
"114",2.3,-0.434992972847623,0.286222104331929,-0.557452725238483,0.400717828427571,0.447611524363529,-0.0440183935709468,-0.210945692749813,1.69132487310234,0.887209869931449
"114",2.4,-0.434363176656238,0.282840947697358,-0.55739928480034,-0.189065922714157,-0.151349452590024,-0.0438077232480867,-0.211240004080324,1.69653286586969,0.889954695095428
"114",2.5,0.487928104222547,-0.128384051601106,-0.557345844362196,-0.187009592100294,-0.15112930030739,-0.0435970529252266,-0.211534315410835,-0.52516308114881,0.0290932160288014
"114",3.1,0.181337405518133,-0.131765208235677,0.0338795138977389,0.406886820269157,-0.150909148024756,-0.0433863826023665,-0.211828626741346,-0.519955088381457,-0.8125770118327
"114",3.2,-0.432473788082082,-0.135146364870248,0.625104872157674,-0.18289693087257,-0.150688995742122,-0.0431757122795063,-0.212122938071856,-0.514747095614104,-0.809832186668721
"114",3.3,-0.431843991890697,0.269316321159074,-0.557185523047766,-0.772680682014297,0.4487122857767,-0.0429650419566462,-0.212417249402367,-0.509539102846752,0.229240203571984
"114",3.4,-0.431214195699311,-0.14190867813939,0.0340398352121687,-0.770624351400435,-0.150248691176853,-0.042754371633786,-0.212711560732878,-0.504331110079399,0.327941284761586
"114",3.5,0.491077085179474,-0.145289834773961,0.625265193472104,-0.176727939030983,-0.150028538894219,-0.0425437013109259,-0.213005872063389,1.7277808224738,-0.245051426228172
"114",4.1,1.10614787116246,-0.148670991408532,0.0341467160884553,0.417168473338469,-0.149808386611585,-0.0423330309880657,-0.2133001833939,-0.493915124544694,0.717255959192036
"114",4.2,-0.429324807125156,0.255791694620789,0.625372074348391,-0.172615277803258,-0.14958823432895,-0.0421223606652056,0.381852021924918,-0.488707131777341,-0.239561775900213
"114",4.3,0.80018696864943,-0.155433304677674,1.21659743260833,0.421281134566193,-0.149368082046316,-0.0419116903423454,-0.213888806054921,-0.483499139009988,0.338920585417503
"114",4.4,0.800816764840815,-0.158814461312245,0.625478955224677,0.423337465180055,-0.149147929763682,-0.0417010200194853,0.381263399263896,-0.478291146242636,-0.790618410520868
"114",4.5,1.108667055928,-0.162195617946816,1.21670431348461,0.425393795793918,-0.148927777481048,-0.0414903496966251,-0.214477428715943,-0.473083153475283,-0.787873585356888
"114",5.1,0.187635367431985,-0.165576774581387,0.0344139182791718,1.01929020816337,-0.148707625198413,-0.041279679373765,-0.214771740046453,-0.46787516070793,-0.785128760192909
"114",5.2,0.802706153414971,-0.168957931215958,0.625639276539107,0.429506457021642,1.0498747855566,-0.0410690090509048,-0.215066051376964,-0.462667167940578,0.925637422227156
"114",5.3,0.496115454710556,-0.172339087850529,0.62569271697725,1.02340286939109,-0.148267320633145,-0.0408583387280447,-0.215360362707475,-0.457459175173225,0.736469735339889
"114",5.4,-0.424916233785459,0.232123598178792,-0.55659767822819,-0.750061045261812,-0.148047168350511,-0.0406476684051845,0.379791842611342,-0.452251182405872,-0.776894284700972
