"moniker","time","HighCorrPositive","HighCorrNegative","Enthusiastic","Relaxed","Sad","Nervous","Stressed","MWoccur","EmotionChronometry"
"78",1.1,1.04127348823335,0.0803652052143872,1.09392576879297,-1.03093699553026,-1.19106840367986,-0.819593384576061,-0.184784106809956,-0.980375416549586,-0.4460009453023
"78",1.2,0.432842886276749,-0.324629094256951,-0.0802658142061075,0.740972806056945,-0.598115312629784,-0.817627128229366,-1.36333516407752,1.26341878406904,0.133661219351101
"78",1.3,-0.175587715679853,-1.13746723639218,-0.072113561561605,0.145522280621793,-1.20352448005208,-0.815660871882671,-0.160100154747766,-0.946594894884039,0.137585847850765
"78",1.4,-0.476797822740655,0.0889138347920504,-0.655133226738894,-0.44992824481336,-0.0113902597658143,0.52417897369427,-0.147758178716671,1.29719930573459,0.717248012504166
"78",1.5,-0.470787434905657,-0.72392430734318,-0.646980974094392,0.138301393262666,-0.0176182979519234,-0.811728359189282,-1.32630923598423,-0.912814373218492,0.72117264100383
"78",2.1,0.456884437616741,-0.721074764150626,1.13468703201549,0.726531031338691,-0.62302746537422,-0.140825308227464,-0.123074226654481,1.33097982740013,0.149359733349757
"78",2.2,-0.45876665923566,0.0974624643697137,-0.0395045509835948,-1.05259965760764,0.569106754912046,0.530077742734354,1.08016078267527,1.34787008823291,-0.422453174304316
"78",2.3,1.39056669797414,-0.715375677765517,-0.0313522983390923,0.719310143979565,-1.23466467098263,-0.136892795534074,-1.28928330789095,-0.862143590720172,0.732946526502822
"78",2.4,-0.139525388669864,-0.712526134572962,-0.614371963516382,0.715699700300001,-0.641711579932547,-0.803863333802503,-1.27694133185985,1.38165060989845,-0.9711502022536
"78",2.5,-1.05517648552227,1.32954262193905,-0.606219710871879,0.120249174864848,1.74878489882609,2.54278689561981,1.71263322741788,1.39854087073123,-0.410679288805324
"78",3.1,-0.434725107895668,1.7402360077955,-0.598067458227377,0.116638731185285,-0.0549865270685779,0.537942768121133,1.12952868679965,-0.811472808221851,0.168982875848077
"78",3.2,0.18572626973093,-1.11182134765919,0.00125671223891788,0.113028287505721,-0.660395694490875,-0.797964564762418,-0.644468887117238,-0.794582547389078,0.172907504347741
"78",3.3,0.191736657565928,2.1537789368445,0.600580882705212,0.701257925581747,-0.0674426034407961,-0.1270615138006,1.15421263886184,-0.777692286556304,-0.590817915357577
"78",3.4,-0.109473449494873,2.15662848003706,-0.573610700293869,-0.486032681608995,-0.672851770863093,-0.794032052069029,1.16655461489294,-0.760802025723531,-0.394980774806668
"78",3.5,-0.103463061659875,-0.695428875417636,-0.565458447649366,0.102196956467031,1.71764470789555,-0.792065795722334,-0.0119964423746252,-0.743911764890757,-0.103187378230135
"78",4.1,-0.097452673824877,1.75448372375827,0.033865722816928,0.0985865127874677,1.71141666970944,-0.790099539375639,1.19123856695513,-0.727021504057984,0.764343554500134
"78",4.2,-0.398662780885679,0.125957896295258,0.0420179754614305,0.0949760691079043,0.506826373050955,-0.788133283028944,-0.582759006961763,-0.710131243225211,-0.939753174256288
"78",4.3,-1.00709338284228,-0.686880245839973,-0.541001689715859,0.0913656254283408,0.500598334864846,-0.117230232067126,-1.16586354758,-0.693240982392437,0.772192811499462
"78",4.4,-0.386642005215682,-0.684030702647418,0.0583224807504356,0.0877551817487774,1.09355142591492,0.553672818894692,0.0373714617497549,-0.676350721559664,0.200379903845389
"78",4.5,1.15547085709832,-0.273337316790971,1.24881856903852,1.26782490158039,-0.710219999979747,-0.78223451398886,-0.545733078868478,-0.65946046072689,-0.371433003808683
"78",5.1,0.393430007693814,-0.474409694930363,0.665798903861233,0.67237437614524,0.182323655688425,-0.111331463027042,-0.235667844512719,-0.642570199894117,-0.079639607232151
"78",5.2,0.399440395528812,-0.471560151737809,0.673951156505735,0.668763932465676,0.176095617502316,-0.109365206680347,-0.223325868481624,-0.625679939061343,-0.075714978732487
"78",5.3,0.40545078336381,-0.0608667658813618,0.386517450239342,0.0733134070305236,-0.129722985301887,0.561537844281471,0.0867393658741351,0.504662291664356,-0.637932260783997
"78",5.4,-0.510200313488592,-0.0580172226888074,-0.196502214937948,-0.522137118404629,0.762820670366286,0.563504100628165,0.0990813419052302,0.521552552497129,-0.346138864207465
"78",5.5,-0.504189925653594,-0.055167679496253,-0.188349962293445,-0.525747562084193,0.756592632180176,0.56547035697486,0.111423317936325,0.538442813329903,-0.342214235707801
"78",6.1,-0.344569290370695,0.151603785028248,-0.475783668559839,-1.12119808751935,0.450774029375973,1.9053102025518,0.719211810616748,1.6687850440556,-0.904431517759312
"78",6.2,-0.645779397431497,-0.25339051444309,0.123540501906456,0.0588716323122698,1.04372712042605,-0.768470719561996,-0.459339246650813,-0.541228634897476,0.231776931842702
"78",6.3,1.2035539597783,-0.250540971250536,0.131692754550958,0.647101270388296,-0.160863176232432,1.24030592063007,1.33934227932827,-0.524338374064703,-0.340035975811371
"78",6.4,0.902343852717499,-0.655535270721874,0.731016925017253,0.0516507449531429,-0.766272343654729,-0.0956014122534837,0.160791222060705,-0.507448113231929,0.815363724995767
"78",6.5,0.293913250760897,0.163001957798465,-0.443174657981829,-1.1356398622376,-1.37168151107703,1.24423843332346,0.1731331980918,1.7363460873867,0.243550817341694
"78",7.1,-0.00729685629990462,-0.241992341672873,-0.435022405337326,-1.13925030591716,-0.17954729079076,0.577267895055029,0.185475174122895,1.75323634821947,0.247475445841358
"78",7.2,-0.00128646846490654,-1.0548304838081,-0.426870152692823,0.632659495670042,0.413405800259319,-0.758639437828523,-0.397629366495337,1.77012660905224,0.251400074341022
"78",7.3,0.311944414265892,0.579394430040021,0.763625935595263,0.0372089702348891,-1.39036562563535,-0.0877363868667046,-0.385287390464242,-0.439887069900835,0.255324702840686
"78",7.4,0.0107343072050898,-0.641287554759102,0.180606270417974,-0.558241555200264,-0.198231405349087,1.25210345871024,0.222501102216181,1.80390713071779,-0.873034489761999
"78",7.5,-0.290475799855712,1.40078120175291,-0.402413394759316,-0.561851998879827,0.394721685700992,1.25406971505693,1.42573611154593,-0.406106548235289,0.263173959840014
"78",8.1,-0.898906401812314,-0.227744625710101,-0.394261142114813,-0.565462442559391,-0.210687481721305,-0.750774412441743,0.842631570927699,-0.389216287402515,0.842836124493415
"78",8.2,-0.278455024185716,-0.632738925181439,0.205063028351481,0.0227671955166353,0.382265609328774,-0.748808156095049,-0.335919486339862,-0.372326026569742,0.846760752993079
"78",8.3,-0.886885626142317,1.00148598866669,-0.377956636825808,-1.16452341167411,-0.223143558093523,0.591031689481892,0.867315522989889,-0.355435765736968,-0.300789690814731
"78",8.4,0.348006741275881,0.596491689195348,1.40371136928407,-1.16813385535367,-1.42773385475201,-0.744875643401659,0.284210982371656,-0.338545504904195,0.27887247383867
"78",8.5,0.0467966342150787,-1.03203413826767,0.820691704106781,-0.579904217277644,-0.834780763701929,-0.0739725924398411,-0.894340074895905,-0.321655244071421,0.282797102338334
"78",9.1,-0.868854462637323,0.194346932916564,-0.353499878892301,-0.583514660957208,0.357353456584337,0.596930458521977,-0.286551582215482,-0.304764983238648,0.286721730837998
"78",9.2,0.0588174098850751,0.197196476109118,-0.345347626247798,0.00471497711881806,0.950306547634416,-0.0700400797464515,0.321236910464941,-0.287874722405875,0.866383895491399
"78",9.3,-0.549613192071527,-0.20779782336222,-0.337195373603296,0.00110453343925461,0.944078509448307,0.600862971215366,-0.261867630153292,-0.270984461573101,-0.837712833265023
"78",9.4,-0.543602804236528,0.61073940515812,-0.329043120958793,-0.00250591024030884,0.33866934202601,-0.0661075670530619,-0.844972170771525,-0.254094200740328,0.29849561633699
"78",9.5,-0.23037192150573,-0.609942579641003,-0.320890868314291,0.585723727835717,0.332441303839901,-0.73307810532149,-0.237183678091102,-0.237203939907554,-0.829863576265695
