"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"48",1.1,5,3,7,5,4,3,1,1,1,0,60
"48",1.2,5,4,3,3,5,4,5,1,4,1,5
"48",1.3,7,6,6,6,2,1,1,1,1,1,1
"48",1.4,6,7,6,4,5,1,1,1,3,0,1
"48",1.5,1,1,1,2,5,6,6,5,7,1,1
"48",2.1,4,4,4,4,4,1,1,1,1,1,1
"48",2.2,6,5,5,3,3,1,1,1,3,0,1
"48",2.3,6,6,6,5,4,1,1,1,1,0,5
"48",2.4,6,6,5,5,2,1,1,1,1,0,60
"48",2.5,7,7,6,5,1,1,1,1,1,0,1
"48",3.1,5,6,4,4,1,1,1,1,1,1,60
"48",3.2,7,4,7,7,1,1,1,1,1,0,60
"48",3.3,7,7,7,6,3,1,1,1,1,1,1
"48",3.4,7,7,7,1,1,1,1,1,1,0,30
"48",3.5,4,7,5,4,2,1,1,1,3,0,1
"48",4.1,4,1,4,3,1,1,1,1,1,0,1
"48",4.2,7,7,7,4,4,1,1,1,1,1,30
"48",4.3,4,5,4,2,6,1,1,1,4,1,30
"48",4.4,3,6,4,3,4,4,4,3,4,1,30
"48",4.5,6,7,6,6,1,1,1,1,1,0,60
"48",5.1,4,4,4,4,4,4,4,1,4,1,30
"48",5.2,5,6,5,5,5,1,3,1,4,1,60
"48",5.3,7,7,6,4,6,1,1,1,1,1,30
"48",5.4,5,4,5,5,1,1,1,1,1,0,30
"48",5.5,6,6,5,4,1,1,1,1,3,0,30
"48",6.1,1,1,1,2,6,7,5,5,6,1,5
"48",6.2,6,6,6,4,4,1,2,1,2,1,30
"48",6.3,6,7,5,5,5,1,1,1,1,0,1
"48",6.4,3,2,1,2,7,5,4,1,6,1,1
"48",6.5,4,6,5,3,1,1,3,1,3,0,40
"48",7.1,4,4,4,4,4,4,1,1,4,0,20
"48",7.2,7,7,7,5,3,1,1,1,1,0,40
"48",7.3,7,7,7,7,1,1,1,1,1,0,60
"48",7.4,7,7,7,7,1,1,1,1,1,0,53.3333333333333
"48",7.5,7,6.66666666666667,6.66666666666667,5.5,1.75,1.25,1,1,1,0,50
"48",8.1,7,7,7,4,4,2,1,1,1,0,60
"48",8.2,7,6,6,4,1,1,1,1,1,0,30
"48",8.3,6,7,4,3,5,4,4,1,5,0,30
"48",8.4,7,7,7,5,4,1,1,1,1,0,20
"48",8.5,7,7,7,7,1,1,1,1,1,0,1
"48",9.1,2,2,1,1,5,4,5,4,6,1,1
"48",9.2,3,3,4,2,6,6,1,1,4,1,1
"48",9.3,5,5,5,5,6,4,1,1,3,1,60
"48",9.4,1,1,1,1,1,1,7,7,7,0,1
"48",9.5,3,1,2,5,4,5,2,1,1,0,60
"48",10.1,4,6,5,3,5,4,1,1,1,0,30
"48",10.2,7,7,6,5,4,1,1,1,1,0,1
"48",10.3,1,1,1,1,6,5,5,1,4,1,1
"48",10.4,4,5,5,3,4,5,4,1,4,0,60
"48",10.5,5,4,5,4,2,3,1,1,1,0,28
"48",11.1,4,2,2,1,5,5,1,1,4,0,1
"48",11.2,6,7,7,1,1,1,1,1,1,0,60
"48",11.3,4,5,3,3,5,1,2,1,5,1,1
"48",11.4,7,7,7,7,3,1,1,1,4,0,60
"48",11.5,5,7,5,4,1,1,1,1,1,0,20
"48",12.1,1,1,1,7,1,1,1,1,1,0,7
"48",12.2,6,7,7,7,1,1,4,1,1,0,20
"48",12.3,5,5,5,4,1,1,6,3,5,0,60
"48",12.4,1,3,2,1,4,5,4,1,5,1,20
"48",12.5,4,7,4,2,3,1,5,4,6,0,60
"48",13.1,1,1,1,1,1,1,1,1,1,0,1
"48",13.2,4,4,4,4,1,1,1,1,1,0,1
"48",13.3,5,7,5,4,5,2,3,1,1,0,68
"48",13.4,7,7,7,7,1,1,1,1,1,1,30
"48",13.5,4,4,4,3,5,3,1,1,3,1,1
"48",14.1,3,1,1,1,1,3,4,4,4,1,1
"48",14.2,5,7,5,5,4,1,1,1,3,0,60
"48",14.3,6,4,4,5,2,1,1,1,1,0,30
"48",14.4,7,6,7,4,1,1,1,1,1,0,60
"48",14.5,6.5,5,5.5,4.5,1.5,1,1,1,1,0,45
